timestamp,open,sentiment polarity
08-02-2019,47.94,0.356564533
07-02-2019,49.09,0.306753754
06-02-2019,49.09,0.077680074
05-02-2019,49.27,0.821893925
04-02-2019,48.85,0.159095744
01-02-2019,48.9974,0.208194895
31-01-2019,49.28,0.420823138
30-01-2019,49.84,0.763120199
29-01-2019,49.78,0.194657231
28-01-2019,49.77,0.115136702
25-01-2019,50.401,0.418703634
24-01-2019,49.79,0.610446573
23-01-2019,50,0.113048919
22-01-2019,49.77,0.576453136
18-01-2019,49.1,0.468573657
17-01-2019,48.64,0.062171397
16-01-2019,48.15,0.750664112
15-01-2019,47.6,0.25604916
14-01-2019,47.51,0.35324904
11-01-2019,47.5,0.675417319
10-01-2019,47.5,0.450805001
09-01-2019,47.51,0.270637964
08-01-2019,47.9,0.101144207
07-01-2019,47.78,0.468356933
04-01-2019,47.42,0.288403444
03-01-2019,46.65,0.536744541
02-01-2019,45.53,0.301844741
31-12-2018,45.98,0.65128363
28-12-2018,45.68,0.138811673
27-12-2018,44.72,0.720855057
26-12-2018,43.84,0.175775028
24-12-2018,44.47,0.931705276
21-12-2018,45.59,0.313351392
20-12-2018,45.4,0.129077078
19-12-2018,46.3895,0.977681631
18-12-2018,46.94,0.205803458
17-12-2018,46.22,0.895748468
14-12-2018,46.55,0.461277542
13-12-2018,47.97,0.616047572
12-12-2018,48.29,0.918749125
11-12-2018,49.41,0.199401644
10-12-2018,50.07,0.219204651
07-12-2018,50.89,0.387026433
06-12-2018,50.65,0.321895786
04-12-2018,53.95,0.296712193
03-12-2018,54.78,0.241650425
30-11-2018,54.08,0.757020761
29-11-2018,53.97,0.585116179
28-11-2018,53.15,0.132674797
27-11-2018,52.69,0.83294738
26-11-2018,52.33,0.586086131
23-11-2018,51.97,0.204136317
21-11-2018,52.62,0.608096582
20-11-2018,53.05,0.770074948
19-11-2018,52.97,0.573204858
16-11-2018,52.65,0.203421252
15-11-2018,51.539,0.902595849
14-11-2018,53.1457,0.307941844
13-11-2018,52.62,0.941861255
12-11-2018,53.13,0.522786782
09-11-2018,53.09,0.734530889
08-11-2018,52.9,0.754673265
07-11-2018,53.82,0.644398805
06-11-2018,53.36,0.829714156
05-11-2018,53.73,0.057080666
02-11-2018,54.21,0.183595867
01-11-2018,53.43,0.05913471
31-10-2018,53.04,0.894699228
30-10-2018,52.4526,0.006048489
29-10-2018,51.883,0.520279351
26-10-2018,51.32,0.915791866
25-10-2018,50.53,0.600814253
24-10-2018,51.31,0.802732479
23-10-2018,50.84,0.035672528
22-10-2018,53.07,0.575526268
19-10-2018,53.08,0.197235666
18-10-2018,54.17,0.09020642
17-10-2018,53.56,0.163308312
16-10-2018,53.31,0.462416819
15-10-2018,52.51,0.438422754
12-10-2018,52.1,0.021393253
11-10-2018,52.38,0.986264367
10-10-2018,53.7,0.164114403
09-10-2018,53.38,0.516120788
08-10-2018,52.98,0.331063619
05-10-2018,53.7,0.705402845
04-10-2018,52.73,0.388686747
03-10-2018,52.5,0.817905947
02-10-2018,52.24,0.583179543
01-10-2018,52.74,0.39640582
28-09-2018,52.69,0.953937373
27-09-2018,53.28,0.424023495
26-09-2018,54.38,0.083546009
25-09-2018,54.3,0.134017189
24-09-2018,54.8,0.880760128
21-09-2018,55.75,0.42245093
20-09-2018,55.63,0.359758452
19-09-2018,54.49,0.848377452
18-09-2018,54.25,0.419852313
17-09-2018,54.75,0.324144144
14-09-2018,55.1945,0.196783952
13-09-2018,56.01,0.264213664
12-09-2018,57.33,0.493466138
11-09-2018,57.4,0.748428311
10-09-2018,57.62,0.498589066
07-09-2018,57.92,0.643009596
06-09-2018,58.91,0.708879779
05-09-2018,58.88,0.611907833
04-09-2018,58.45,0.714898803
31-08-2018,58.27,0.076583356
30-08-2018,58.67,0.118755367
29-08-2018,59.05,0.64208587
28-08-2018,59.19,0.634702515
27-08-2018,58.87,0.475855138
24-08-2018,58.9,0.44699249
23-08-2018,59,0.604288414
22-08-2018,59.04,0.09395981
21-08-2018,59,0.183533549
20-08-2018,58.81,0.396589207
17-08-2018,58.51,0.66198866
16-08-2018,58.14,0.614523547
15-08-2018,57.68,0.419421546
14-08-2018,57.67,0.863984516
13-08-2018,57.66,0.827722384
10-08-2018,57.38,0.636132172
09-08-2018,58.6499,0.520153874
08-08-2018,58.76,0.363414402
07-08-2018,58.94,0.012751794
06-08-2018,58.58,0.609416929
03-08-2018,58.06,0.102683858
02-08-2018,57.0752,0.323521243
01-08-2018,57.96,0.080102043
31-07-2018,58.61,0.861588272
30-07-2018,58.83,0.282330902
27-07-2018,58.38,0.755878396
26-07-2018,58.47,0.426861242
25-07-2018,58.1,0.451123439
24-07-2018,58,0.089151156
23-07-2018,56.39,0.080917364
20-07-2018,56.07,0.41003519
19-07-2018,56.26,0.152554757
18-07-2018,56.26,0.015366589
17-07-2018,56.95,0.983264359
16-07-2018,55.74,0.071863757
13-07-2018,54.74,0.358481496
12-07-2018,56.46,0.833286675
11-07-2018,56.4,0.618757873
10-07-2018,57.06,0.753471337
09-07-2018,56.19,0.004843382
06-07-2018,55.3,0.561395624
05-07-2018,55.92,0.777876025
03-07-2018,56.43,0.395526387
02-07-2018,55.2,0.318361798
29-06-2018,55.62,0.078122265
28-06-2018,53.5516,0.622772846
27-06-2018,53.24,0.208619872
26-06-2018,53.9,0.79697678
25-06-2018,53.7808,0.200869515
22-06-2018,54.96,0.981196602
21-06-2018,54.25,0.361904166
20-06-2018,55.46,0.746545724
19-06-2018,54.68,0.575745988
18-06-2018,54.5139,0.462202062
15-06-2018,54.55,0.466522412
14-06-2018,55.33,0.852350461
13-06-2018,55.39,0.410837626
12-06-2018,55.64,0.648546635
11-06-2018,55.79,0.338205766
08-06-2018,55.56,0.14533747
07-06-2018,55.77,0.594740142
06-06-2018,54.72,0.969412119
05-06-2018,54.61,0.645769395
04-06-2018,54.79,0.765389584
01-06-2018,54.56,0.752734461
31-05-2018,54.21,0.06914515
30-05-2018,53.66,0.709583171
29-05-2018,54.0377,0.805762859
25-05-2018,54.6,0.838244547
24-05-2018,55.87,0.969317387
23-05-2018,55.03,0.376044388
22-05-2018,54.63,0.488693528
21-05-2018,54.08,0.990262352
18-05-2018,54.15,0.989335697
17-05-2018,54.4,0.295153463
16-05-2018,54.7,0.799973715
15-05-2018,54.43,0.984674012
14-05-2018,54.78,0.266117962
11-05-2018,54.69,0.851520157
10-05-2018,54.13,0.724796916
09-05-2018,53.45,0.573552438
08-05-2018,52.72,0.452948831
07-05-2018,52.97,0.39929063
04-05-2018,51.17,0.400792506
03-05-2018,51.62,0.320564382
02-05-2018,52.38,0.274537894
01-05-2018,51.76,0.639464501
30-04-2018,52.56,0.214706658
27-04-2018,52.28,0.497427529
26-04-2018,52.99,0.937882011
25-04-2018,52.44,0.041164551
24-04-2018,52.95,0.373898579
23-04-2018,52.55,0.654144622
20-04-2018,51.93,0.345159961
19-04-2018,50.51,0.136825447
18-04-2018,50.7855,0.482291954
17-04-2018,50.95,0.182764556
16-04-2018,50.59,0.713297999
13-04-2018,52.01,0.091571155
12-04-2018,52.16,0.267117924
11-04-2018,52.32,0.273734804
10-04-2018,52.99,0.061756616
09-04-2018,52.5,0.315323311
06-04-2018,52.65,0.818452708
05-04-2018,53.34,0.43772615
04-04-2018,51.13,0.415606618
03-04-2018,51.72,0.866038122
02-04-2018,52.37,0.393266262
29-03-2018,52.06,0.054177723
28-03-2018,51.16,0.206773585
27-03-2018,52.4,0.06247697
26-03-2018,51.95,0.652775714
23-03-2018,52.72,0.36761928
22-03-2018,54.21,0.418478596
21-03-2018,55.02,0.438490412
20-03-2018,55.7735,0.342531064
19-03-2018,55.88,0.226322477
16-03-2018,56.99,0.690530786
15-03-2018,56.77,0.15632256
14-03-2018,57.86,0.158231787
13-03-2018,58.3921,0.25667248
12-03-2018,58.27,0.071839226
09-03-2018,57.16,0.372126539
08-03-2018,56.75,0.451666025
07-03-2018,56.4,0.017726352
06-03-2018,57.71,0.01812238
05-03-2018,56.81,0.706604004
02-03-2018,56.92,0.491274712
01-03-2018,58.25,0.277554453
28-02-2018,59.47,0.558840815
27-02-2018,60.0279,0.81191291
26-02-2018,59.75,0.321516512
23-02-2018,59.07,0.053035732
22-02-2018,59.88,0.55905042
21-02-2018,59.86,0.172627266
20-02-2018,59.86,0.167667214
16-02-2018,59.67,0.220922002
15-02-2018,59.82,0.74328372
14-02-2018,57.85,0.767380777
13-02-2018,56.06,0.844837228
12-02-2018,56.36,0.754412019
09-02-2018,56.14,0.163525228
08-02-2018,57.33,0.061560437
07-02-2018,56.94,0.693386665
06-02-2018,56.91,0.761061459
05-02-2018,58.7,0.207022565
02-02-2018,65.33,0.751340948
01-02-2018,65.37,0.418362127
31-01-2018,65.27,0.546803457
30-01-2018,65.43,0.965784924
29-01-2018,65.78,0.124362234
26-01-2018,65.8919,0.941562928
25-01-2018,65.7,0.282701784
24-01-2018,64.95,0.271445955
23-01-2018,64.31,0.865073277
22-01-2018,64,0.589383629
19-01-2018,64.15,0.814032638
18-01-2018,63.87,0.704425023
17-01-2018,62.85,0.315155202
16-01-2018,62.79,0.139533237
12-01-2018,63.2,0.702168745
11-01-2018,63.65,0.025223692
10-01-2018,62.48,0.480965399
09-01-2018,62.3,0.684625301
08-01-2018,62.66,0.140520989
05-01-2018,62.76,0.593615612
04-01-2018,61.98,0.722941864
03-01-2018,61.22,0.477703602
02-01-2018,61.0352,0.628513474
29-12-2017,61.46,0.467418118
28-12-2017,61.03,0.23951131
27-12-2017,61.1,0.787297367
26-12-2017,61.5,0.387069095
22-12-2017,62,0.035405197
21-12-2017,60.68,0.989017034
20-12-2017,60.88,0.017063321
19-12-2017,61.2,0.018932559
18-12-2017,60.44,0.743144011
15-12-2017,59.45,0.925816616
14-12-2017,59.55,0.241778859
13-12-2017,60.3041,0.561776377
12-12-2017,58.71,0.066069732
11-12-2017,58.96,0.516701351
08-12-2017,59.31,0.666551188
07-12-2017,58.45,0.063432394
06-12-2017,58.68,0.757492219
05-12-2017,58.66,0.824974496
04-12-2017,57.27,0.458616745
01-12-2017,56.57,0.232208076
30-11-2017,57.03,0.209056837
29-11-2017,55.84,0.13109672
28-11-2017,53.87,0.2610516
27-11-2017,54.02,0.951988215
24-11-2017,54.19,0.502451128
22-11-2017,54.46,0.805064195
21-11-2017,54.08,0.283476659
20-11-2017,54.1226,0.539057994
17-11-2017,54.21,0.388803724
16-11-2017,53.95,0.184012227
15-11-2017,53.63,0.432842662
14-11-2017,53.52,0.102558872
13-11-2017,53.52,0.328131986
10-11-2017,54.02,0.133266781
09-11-2017,53.9,0.815542551
08-11-2017,54.8,0.018126082
07-11-2017,56.17,0.565830408
06-11-2017,56.1021,0.859448485
03-11-2017,56.2518,0.004968598
02-11-2017,55.7998,0.633384449
01-11-2017,56.32,0.925850429
31-10-2017,55.95,0.969094623
30-10-2017,55.45,0.175014426
27-10-2017,55.23,0.313089685
26-10-2017,55.45,0.767848225
25-10-2017,55.4903,0.87938843
24-10-2017,55,0.673471674
23-10-2017,54.75,0.048412593
20-10-2017,54.21,0.744925642
19-10-2017,53.11,0.840483073
18-10-2017,53.41,0.537826388
17-10-2017,53.98,0.643527153
16-10-2017,53.65,0.71682001
13-10-2017,53.49,0.455418592
12-10-2017,55.69,0.988502407
11-10-2017,55.44,0.828980924
10-10-2017,55.37,0.963106516
09-10-2017,55.62,0.083879288
06-10-2017,55.48,0.701769314
05-10-2017,55,0.909894303
04-10-2017,55.31,0.165203592
03-10-2017,55.33,0.433877835
02-10-2017,55.16,0.237532356
29-09-2017,54.25,0.265588998
28-09-2017,54.29,0.010849775
27-09-2017,54.47,0.827522753
26-09-2017,54.1,0.704585133
25-09-2017,54.07,0.967808988
22-09-2017,53.92,0.569828152
21-09-2017,53.55,0.310402792
20-09-2017,53.39,0.845283964
19-09-2017,52.72,0.973963906
18-09-2017,51.67,0.540873387
15-09-2017,51.28,0.815004158
14-09-2017,51.54,0.173483108
13-09-2017,51.39,0.560192516
12-09-2017,50.85,0.091458366
11-09-2017,50,0.219568133
08-09-2017,49.61,0.355185908
07-09-2017,49.94,0.154454588
06-09-2017,50.25,0.470607424
05-09-2017,50.63,0.054332247
01-09-2017,51.06,0.04310482
31-08-2017,51,0.912826449
30-08-2017,51.4531,0.843488104
29-08-2017,51.21,0.432735746
28-08-2017,51.95,0.786417001
25-08-2017,52.27,0.225235172
24-08-2017,52.19,0.070618631
23-08-2017,51.83,0.341868621
22-08-2017,51.95,0.097159457
21-08-2017,51.74,0.485842343
18-08-2017,51.63,0.011166039
17-08-2017,52.47,0.918306199
16-08-2017,53.01,0.725982002
15-08-2017,53.2,0.448967651
14-08-2017,52.37,0.583472169
11-08-2017,51.83,0.636379852
10-08-2017,52.39,0.019011578
09-08-2017,52.2806,0.334796239
08-08-2017,52.32,0.872612194
07-08-2017,52.73,0.126290374
04-08-2017,53.67,0.907304014
03-08-2017,53.5,0.072670608
02-08-2017,53.54,0.553347475
01-08-2017,54.23,0.351669706
31-07-2017,53.42,0.829416337
28-07-2017,54.3,0.466627026
27-07-2017,54.86,0.008041887
26-07-2017,55.32,0.498455974
25-07-2017,55,0.685691937
24-07-2017,54.1,0.238847963
21-07-2017,54.43,0.885074463
20-07-2017,54.96,0.95686415
19-07-2017,54.8,0.195476218
18-07-2017,54.31,0.696661002
17-07-2017,54.9,0.746074872
14-07-2017,54.31,0.227463943
13-07-2017,55.26,0.320205877
12-07-2017,54.93,0.898501819
11-07-2017,55.66,0.712782097
10-07-2017,55.53,0.520675692
07-07-2017,55.78,0.603718836
06-07-2017,55.98,0.686555744
05-07-2017,55.97,0.931122428
03-07-2017,55.81,0.730744369
30-06-2017,56.03,0.652003559
29-06-2017,55.65,0.254284974
28-06-2017,53.61,0.146331993
27-06-2017,53.02,0.607994779
26-06-2017,52.73,0.754906478
23-06-2017,52.6998,0.27851556
22-06-2017,52.8,0.108159925
21-06-2017,53.47,0.455097269
20-06-2017,54.06,0.962301979
19-06-2017,54.31,0.507309951
16-06-2017,53.93,0.33585272
15-06-2017,54.04,0.296515151
14-06-2017,54.09,0.429361557
13-06-2017,54.35,0.760636501
12-06-2017,53.98,0.804571396
09-06-2017,52.86,0.492959762
08-06-2017,52.0911,0.862052877
07-06-2017,51.84,0.675975523
06-06-2017,51.32,0.848746268
05-06-2017,51.71,0.377376383
02-06-2017,51.67,0.553923086
01-06-2017,51.53,0.87762119
31-05-2017,52.23,0.973235877
30-05-2017,52.16,0.336643039
26-05-2017,52.63,0.614555895
25-05-2017,53.25,0.074012937
24-05-2017,53.49,0.386421833
23-05-2017,53.01,0.284008343
22-05-2017,53.27,0.886504384
19-05-2017,52.57,0.341091821
18-05-2017,52.3108,0.871897631
17-05-2017,53.26,0.549293257
16-05-2017,53.4,0.214100281
15-05-2017,53.06,0.505728302
12-05-2017,53.3,0.350893372
11-05-2017,54.28,0.666992372
10-05-2017,54.43,0.689213812
09-05-2017,55.14,0.170291236
08-05-2017,55.12,0.306592941
05-05-2017,55.25,0.841930509
04-05-2017,55.27,0.566065782
03-05-2017,54.01,0.707198094
02-05-2017,54.46,0.452850976
01-05-2017,54.1,0.748194681
28-04-2017,54.33,0.595630978
27-04-2017,54.54,0.363564981
26-04-2017,54.6,0.08772486
25-04-2017,54.33,0.123188204
24-04-2017,54.15,0.510099503
21-04-2017,53.39,0.662165059
20-04-2017,52.72,0.017556786
19-04-2017,52.88,0.013889781
18-04-2017,52.36,0.47917956
17-04-2017,51.64,0.540759804
13-04-2017,51.8,0.763461477
12-04-2017,53.95,0.212156248
11-04-2017,54.23,0.875239005
10-04-2017,54.9912,0.3842415
07-04-2017,54.94,0.484787603
06-04-2017,54.95,0.155964742
05-04-2017,55.79,0.271629478
04-04-2017,55.3,0.34481174
03-04-2017,55.7,0.892293691
31-03-2017,56.02,0.2245227
30-03-2017,55.68,0.076198634
29-03-2017,55.94,0.895703186
28-03-2017,55.35,0.57588713
27-03-2017,54.63,0.147527286
24-03-2017,55.5,0.397044367
23-03-2017,55.23,0.80633411
22-03-2017,55.53,0.907114577
21-03-2017,57.93,0.118981918
20-03-2017,58.47,0.609846028
17-03-2017,59.37,0.745280537
16-03-2017,58.86,0.417599946
15-03-2017,58.9,0.651259488
14-03-2017,58.49,0.481337359
13-03-2017,58.83,0.457345543
10-03-2017,58.98,0.282052592
09-03-2017,58.45,0.343290322
08-03-2017,58.95,0.236309029
07-03-2017,58.43,0.460261894
06-03-2017,58.54,0.271945915
03-03-2017,58.85,0.497633687
02-03-2017,59.78,0.259706198
01-03-2017,59.11,0.496549069
28-02-2017,57.99,0.832578397
27-02-2017,57.81,0.658170755
24-02-2017,57.7,0.924499017
23-02-2017,58.43,0.832237875
22-02-2017,58,0.956538092
21-02-2017,58.25,0.050022839
17-02-2017,57.58,0.516098349
16-02-2017,58.36,0.088362001
15-02-2017,58.1,0.663126681
14-02-2017,57.13,0.320310326
13-02-2017,57.07,0.715976724
10-02-2017,57.02,0.180595167
09-02-2017,55.63,0.606835814
08-02-2017,56.21,0.947336717
07-02-2017,56.86,0.093094887
06-02-2017,57.08,0.34878738
03-02-2017,56.88,0.592774589
02-02-2017,55.57,0.206171835
01-02-2017,56.54,0.785512565
31-01-2017,55.98,0.487599626
30-01-2017,56.12,0.646705577
27-01-2017,57.03,0.141481392
26-01-2017,56.6114,0.671700182
25-01-2017,55.38,0.32427458
24-01-2017,54.36,0.572411492
23-01-2017,54.71,0.461391927
20-01-2017,54.75,0.65222092
19-01-2017,54.24,0.633289652
18-01-2017,53.78,0.986701427
17-01-2017,54.8,0.737592093
13-01-2017,55.11,0.069130961
12-01-2017,54.65,0.744138644
11-01-2017,54.6,0.830142649
10-01-2017,54.35,0.586659659
09-01-2017,54.68,0.739877142
06-01-2017,55.26,0.622985537
05-01-2017,55.49,0.76214324
04-01-2017,56.1642,0.965981202
03-01-2017,55.67,0.458702456
30-12-2016,54.89,0.754670405
29-12-2016,55.19,0.855082913
28-12-2016,55.98,0.52243699
27-12-2016,55.9,0.59980973
23-12-2016,55.78,0.363049204
22-12-2016,55.76,0.082321123
21-12-2016,56.09,0.146475715
20-12-2016,55.47,0.057069907
19-12-2016,55.18,0.413995933
16-12-2016,55.49,0.094629164
15-12-2016,55.17,0.365196074
14-12-2016,54.74,0.050141801
13-12-2016,55.85,0.913432918
12-12-2016,56.5,0.200534011
09-12-2016,56.9063,0.117399798
08-12-2016,57.29,0.714493513
07-12-2016,55.55,0.172964328
06-12-2016,54.45,0.915724794
05-12-2016,53.9,0.06007478
02-12-2016,54.24,0.416418834
01-12-2016,53.13,0.387054189
30-11-2016,52.48,0.650432069
29-11-2016,51.5649,0.049290915
28-11-2016,52.12,0.665084173
25-11-2016,52.4,0.424592389
23-11-2016,52.449,0.084021863
22-11-2016,52.43,0.433103215
21-11-2016,52.847,0.581784096
18-11-2016,52.45,0.231441355
17-11-2016,51.39,0.299486342
16-11-2016,51.79,0.779078731
15-11-2016,52.3742,0.766743369
14-11-2016,51.91,0.26729118
11-11-2016,51.09,0.289015234
10-11-2016,48.93,0.838316281
09-11-2016,46.33,0.713472916
08-11-2016,45.18,0.39515491
07-11-2016,45.22,0.898915114
04-11-2016,45.36,0.118946989
03-11-2016,45.33,0.840967909
02-11-2016,45.38,0.521957167
01-11-2016,46.12,0.179548717
31-10-2016,46.4,0.294460714
28-10-2016,46.57,0.82725673
27-10-2016,46.42,0.734239951
26-10-2016,45.46,0.668992035
25-10-2016,45.47,0.86996302
24-10-2016,45.45,0.27026057
21-10-2016,44.74,0.062280321
20-10-2016,44.97,0.779587763
19-10-2016,44.86,0.578232482
18-10-2016,44.75,0.121297424
17-10-2016,44.5385,0.951368001
14-10-2016,45.17,0.277220076
13-10-2016,45.24,0.292536328
12-10-2016,45.51,0.410862211
11-10-2016,45.8,0.88508158
10-10-2016,45.7,0.04956437
07-10-2016,45.2,0.304906343
06-10-2016,45.18,0.714625651
05-10-2016,43.83,0.970378628
04-10-2016,43.62,0.668503476
03-10-2016,44.12,0.469341259
30-09-2016,44.33,0.637396267
29-09-2016,45.19,0.479778848
28-09-2016,45.36,0.452638419
27-09-2016,44.79,0.935819535
26-09-2016,45.37,0.885256358
23-09-2016,45.5,0.412969533
22-09-2016,45.83,0.515733826
21-09-2016,46.51,0.328214649
20-09-2016,47.15,0.054311986
19-09-2016,45.62,0.322143591
16-09-2016,45.7,0.831315418
15-09-2016,46.12,0.823924201
14-09-2016,47.08,0.45990838
13-09-2016,47.8,0.168894179
12-09-2016,48.37,0.536141024
09-09-2016,49.49,0.639864256
08-09-2016,49.81,0.930448997
07-09-2016,49.79,0.017597831
06-09-2016,50.56,0.632936338
02-09-2016,50.45,0.611521728
01-09-2016,50.92,0.873483441
31-08-2016,50.7,0.961733624
30-08-2016,49.73,0.841184498
29-08-2016,48.75,0.74584244
26-08-2016,48.58,0.023461585
25-08-2016,48.62,0.67267893
24-08-2016,48.5,0.667140092
23-08-2016,48.64,0.268293859
22-08-2016,48.64,0.09890121
19-08-2016,48.44,0.001282291
18-08-2016,48.5,0.381053141
17-08-2016,48.37,0.856564463
